look: 4.5 | smell: 3.5 | taste: 3 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 Served from the bottle, 2017 seasonal brew into a chilled mug. A bit of a thin light brown, creme colored,head, good up front hoppy burnt roast flavor. Seems to taste like grapefruit and a hint of juniper scent in there too. Looong finish on the hops that sits in the back on the roof of your mouth, a finish I enjoy. It is a little bit warm on the finish, a very slight hint of alcohol hot, but well concealed by the loads of hoppiness on the back end. I would buy this again in a heart beat. Really nice finish as the last of the contents warms up a bit. A full rich hoppy California style Ale. Exceptional value if you can get a case of it for the Holidays.   
look: 3.5 | smell: 4 | taste: 4.5 | feel: 4.5 | overall: 4 Overall a delicious American strong ale. Finishes smoother than most in this category. This is a release I look forward to In the holiday season. It would be my go-to if it was available year round   
look: 4.25 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 4.25 | smell: 4 | taste: 4 | feel: 4 | overall: 4 12oz bottled on 11-7-17  Beautiful, clear, clean red/brown beer with a 1/2" off white (sand) head. Good looking lace rings left behind.  Caramel malt, pungent weedy, grassy hops.  Earthy, slight sweetness - molasses like. Earthy, root-like hopiness. Grainy.   Full body, slick...well carbonated. Lengthy finish. Sweet up front but enough hops to balance.  Transcends styles..kind of like Arrogant Bastard did when it was new....interesting beer.   
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 Friday, November 24, 2017	5:48 PM	  Bottle 12 ounce poured to wine glass	  Sight: Light amber, small head, almost no lacing	  Smell: hoppy aroma, slight boozy scent not overpowering	  Taste: Medium bitterness, sweet, bold and complex	  Mouth feel: very good, ice follow through, long finish, sticky, strong bitter aftertaste	  Overall: Excellent beer, specially with the price. Definitely something to look forward to.   
look: 4.5 | smell: 4.75 | taste: 4.25 | feel: 3.75 | overall: 4.25 
look: 4.75 | smell: 4.5 | taste: 5 | feel: 4.75 | overall: 4.75 
look: 4.75 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 An absolute favorite. Pours a wonderful copper brown. Deep rich flavor, warms you up for the holidays! Really great both ice cold out of a chilled mug or a bit warmer than that out of a snifter. No way to tell the high ABV while drinking it's so smooth and pleasant, but you'll know when you're done.   
look: 4 | smell: 3.75 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 3.75 | taste: 3.75 | feel: 4.25 | overall: 4 
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4 Very good strong ale. A bit sweet but the little alcohol warmth at the end balances out this beer quite well. 
look: 4 | smell: 4.25 | taste: 3.75 | feel: 4 | overall: 4 
look: 4.25 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.75 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.5 | overall: 4.5 The first time I had seen this offering from Lagunitas, so I had to try it. More of a dirty penny color, dingy off white head, had to describe it as having an IPA crispness, or a dominant maltiness. Very smooth, really well balanced between the hope and malts. Have to agree with others, the 10% alcohol is a slow, pleasant, warm surprise! Be very careful with this one! And oh yeah, I really like this ale. Using one to simmer a small ham in for the first weekend of Deer Camp! Enjoy!   
look: 3.75 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.75 | smell: 5 | taste: 5 | feel: 4.75 | overall: 5 
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.5 Very tasty beer with some very good "horsepower" to it. At 10% by volume it has some punch to it. But its not overpoweringly bitter. A very tasty combo between bitterness and alcohol content. I would recommend trying it if its available in your area.   
look: 4.25 | smell: 3.75 | taste: 4 | feel: 4.25 | overall: 4 
look: 5 | smell: 4.5 | taste: 4.25 | feel: 4.75 | overall: 4.25 Look: amber, tons of bubbles, huge off white head, plenty of lacing. What more could you ask for?    Smell: fresh, hoppy, citrusy, fruity, smells like a well done IPA     Taste: huge hops that mix bitterness with citrus and tropical fruit, balanced by a solid maltiness, faint brown sugar     Feel: medium carbonation, smooth and creamy    Overall: not as sweet as I was expecting, very faint brown sugar and huge hops. One of the most deceptive and least boozy 10% brews I've ever had. I feel like I don't like this as much as my rating indicates but it is a very good beer, it's objectively well made, and I'd be remiss to lower any part of it. Great beer for the price as well.   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.5 Pours a nice clear deep copper with an irregular little foamy beige head with tons of sticky lacing.  Smells sticky if that is possible, syrupy, almost sickeningly sweet with warm stone fruit, red grapes, brown sugar, some molasses and caramel, a little grapefruit, and maybe even something like baked apples.  Taste is sweet and congruent with the smell with an unexpected, bitter, hoppy back. The hops are pungent, dank, as well as citrusy and grapefruity and you suddenly understand their contribution to the aroma. You were smelling them the whole time but didn’t realize it was the hops contributing a sweet fruity smell.  Body is medium in terms of weight but a bit syrupy from the sugar and resinous from the hops, all balanced out into mouth coating goodness. I seriously can’t believe it’s 10% ABV. I also can’t understand why this isn’t rated higher.  Much better that Arrogant Bastard and most other American strong ales out there.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4.5 Why all "4's" in every category, but a "4.5" overall you ask?  Because this smooth operator will get you WRECKED son!  One of, if not THE, best American Strong Ales I've ever had.  Super smooth, alcohol barely noticeable, and tasty! Which was part of the problem for me.  Took an entire SIXER to the face while watching a hockey game one evening.... woke up on the lawn.  Good stuff!   
look: 4 | smell: 4.25 | taste: 4.5 | feel: 4.25 | overall: 4.25 Next to Hop Stupid my favorite Lagunitas. Really good 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 A perfect example of an american strong ale. Nice copper colour with a tan head and some nice lacing. Smells of caramel and mild malts. Tastes a great balance of malts and hops with slight brown sugar creeping through. The 10 abv is hard to detect which makes this a great winter sipping beer. Two of these and a comfy blanket will make for a great winter nights sleep. Prost!   
look: 3 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 Pretty much the perfect Strong Ale. The hop and malt balance is perfect. Its not boozy at all considering the ABV. A really nice fall/winter beer. 
look: 4.25 | smell: 4.25 | taste: 4.25 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4.5 | taste: 4 | feel: 4 | overall: 4.25 Dark amber with average cream colored head. Decent carbonation. The taste is quite unique, there is the sensation of brown sugar but it’s not really sweet. It is very malty but the hops even it out. It’s a good drink. I don’t think I could drink more than 2 or 3, it’s quite strong. Very filling. Highly recommend for the sake of something different if nothing else.   
look: 4 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4.25 | smell: 4 | taste: 4.75 | feel: 4.75 | overall: 4.5 
look: 4 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4.25 
look: 4.25 | smell: 4.25 | taste: 4.5 | feel: 4.5 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.5 | taste: 4.75 | feel: 4.25 | overall: 4.75 
look: 4.75 | smell: 2.5 | taste: 4 | feel: 3.75 | overall: 4 I thought this beer would have been sweeter but honestly the taste is delicious. I find it hard to believe that it's ABV is a whopping 10 percent! Great color and good head too. Definitely will look forward to drinking a few more!   
look: 3.75 | smell: 1 | taste: 2 | feel: 1.75 | overall: 1.75 
look: 4 | smell: 4 | taste: 4.5 | feel: 4.25 | overall: 4.25 
look: 3.5 | smell: 3.75 | taste: 4 | feel: 3.75 | overall: 4 
look: 3.25 | smell: 3 | taste: 3 | feel: 3 | overall: 3 
look: 4.25 | smell: 4 | taste: 4.25 | feel: 4.25 | overall: 4.25 12oz bottled 9/2/17 poured into a Duvel glass at fridge temp 10% ABV 51 IBU. The beer pours bright red hued amber with sticky light khaki head. The head never really goes away and spotty lacing is present all over the glass. The aroma is pine first with some citrus. The taste is semisweet caramel first before a rush of piney, citrusy bitterness. Mouthfeel is medium to full bodied, adequately carbonated, sticky but somehow dryish in the finish. Overall, great. I love this beer. A very fine example of big malt and big hop bitterness interacting in the best possible way.   
look: 5 | smell: 4.75 | taste: 5 | feel: 4.25 | overall: 4.75 Lagunitas beer is never bad, just varying degrees of awesome. This is one of the awesomest. 
look: 4.5 | smell: 4.5 | taste: 4.5 | feel: 4.25 | overall: 4.25 I love this beer. Couldn't have been named better. Sweet sweet and just a hit if bitter on the end. Beautifully coppe color. Good head. Medium bodied. Enjoy this guy. Dangerous to drink at 10%.   
look: 4.75 | smell: 4.5 | taste: 4.75 | feel: 4.75 | overall: 4.75 Looks light copper with small lacing  Smells like hops and alcohol  Taste is strong and hoppy, plenty of malt to carry the liquor, quite good  This is basically lagunitas ipa except stronger with more malt, it's really good   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 3.75 | taste: 4.25 | feel: 4.25 | overall: 4 
look: 3.75 | smell: 4 | taste: 3.75 | feel: 3.75 | overall: 3.75 
look: 5 | smell: 4.5 | taste: 4.75 | feel: 4 | overall: 4.75 
look: 3.75 | smell: 4 | taste: 4.5 | feel: 4 | overall: 4 Draft pours dark amber or brown with a tan head. Good aroma of sweet malt with some hops coming through too. The taste it is sweet with some prolonged bitterness at the end and with a surprisingly floral aftertaste. I can definitely taste the brown sugar too! Medium body. A very enjoyable beer.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4.5 | feel: 3.5 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4.25 going into this beer I thought it was gonna be a sugary mess. It definitely did have some sweetness to it but it was also very hoppy. It has a little bit of a darker reddish color with a fingers worth of white head. It actually smells pretty damn hoppy with some tropical apricot and pine smell . Taste is semi bitter on the front followed by a little sweetness from the malts, kinda caramel type sweetness. it had a fairly thick chewy mouthfeel and definitely would be a beer I would buy again.   
look: 4.5 | smell: 4.25 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4.75 | smell: 4.75 | taste: 4.25 | feel: 4 | overall: 4.75 Do yourself a favor and buy this but don't drink it. It tastes like some off balance monster IPA which is gross. Instead sit on the golden egg for a good 3-4 months and then crack one open.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 3.5 | smell: 4 | taste: 4 | feel: 3.25 | overall: 3.75 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4 | smell: 3.75 | taste: 3.5 | feel: 3.75 | overall: 3.75 6/21/17...pours rich sharp amber with light layer of white foam sitting on top. Some lacing. Malty brown sugar nose. Sharp medicinal taste, puckers but not in a sour way. Edgy bitter at the end. Unique no easy drinker More WTF than anything else.   
look: 4.75 | smell: 4.5 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 3 | feel: 3 | overall: 3.5 Pours a orangish-amber color with a thin but frothy off white head. Only slight carbonation. Smell reminds me of a pale ale. Initial taste is quite bitter up front but mellows out to a sweet dry finish. Overall, a little to bitter for my taste but can definitely see why others enjoy this brew   
look: 4 | smell: 3.5 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.25 | smell: 4.5 | taste: 4.75 | feel: 4.5 | overall: 4.5 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 This is another great one from Lagunitas.......same rich, hop burst experience you get when drinking about all of the other ones I have tried from these guys.   
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 5 | smell: 5 | taste: 5 | feel: 5 | overall: 5 
look: 4 | smell: 4 | taste: 4 | feel: 4.25 | overall: 4 
look: 4.5 | smell: 4 | taste: 4.25 | feel: 4 | overall: 4.25 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 Reviewed from notes. The appearance was a hazy brown colored body leaving a one finger white foamy head that appears and leaves some nice slightly thick yet spotty lacing in rings around the sides of the pint glass. The body is too hazy for any carbonation to be seen rising. The smell had the hops up front to form a mostly bitter aroma. The malts play nicely in the background coming more forward as the beer warms. The taste was excellent as the hops and the malts combine just about perfectly. On the palate, she sat about a slight sticky feel in my mouth and on the tongue, ranging on the medium side. Though the ABV is pretty high, this is quite drinkable. Overall, I’m thoroughly impressed and most likely will have this again.   
look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4 
look: 3.75 | smell: 4 | taste: 4 | feel: 3.75 | overall: 4 
look: 4 | smell: 4 | taste: 4 | feel: 4 | overall: 4 
look: 4.75 | smell: 3.5 | taste: 4 | feel: 4 | overall: 3.5 
